"Statutaire naam";"Handelsnaam";"Plaats";"Land"
"ODDO BHF Avenir";"ODDO BHF Avenir";"PARIJS CEDEX 09";"Frankrijk"
"ODDO BHF Avenir Euro";"ODDO BHF Avenir Euro";"PARIJS CEDEX 09";"Frankrijk"
"ODDO BHF Avenir Europe";"ODDO BHF Avenir Europe";"PARIJS CEDEX 09";"Frankrijk"
"ODDO BHF European Convertibles";"ODDO BHF European Convertibles";"PARIJS CEDEX 09";"Frankrijk"
"ODDO BHF European Convertibles Moderate";"ODDO BHF European Convertibles Moderate";"PARIJS CEDEX 09";"Frankrijk"
"ODDO BHF Génération";"ODDO BHF Génération";"PARIJS CEDEX 09";"Frankrijk"
"Odey Investment Funds plc";"Odey Investment Funds plc";"DUBLIN 2";""
"Odey Investments plc";"Odey Investments plc";"DUBLIN 2";"Ierland"
"ODIN Europa";"ODIN Europa";"OSLO";"Noorwegen"
"ODIN Europa SMB";"ODIN Europa SMB";"OSLO";"Noorwegen"
"ODIN Finland";"ODIN Finland";"OSLO";"Noorwegen"
"ODIN Global";"ODIN Global";"OSLO";"Noorwegen"
"ODIN Global SMB";"ODIN Global SMB";"OSLO";"Noorwegen"
"ODIN Maritim";"ODIN Maritim";"OSLO";"Noorwegen"
"ODIN Norden";"ODIN Norden";"OSLO";"Noorwegen"
"ODIN Norge";"ODIN Norge";"OSLO";"Noorwegen"
"ODIN Offshore";"ODIN Offshore";"OSLO";"Noorwegen"
"ODIN Sverige";"ODIN Sverige";"OSLO";"Noorwegen"
"ÖkoWorld";"ÖkoWorld";"LUXEMBURG";"Luxemburg"
"Old Mutual Global Investors Series II ICAV";"Old Mutual Global Investors Series II ICAV";"DUBLIN 2";"Ierland"
"One1797";"One1797";"LUXEMBURG";"Luxemburg"
"OP Bond Global Opportunities";"OP Bond Global Opportunities";"COLOGNE";"Duitsland"
"OpenWorld Plc";"OpenWorld Plc";"DUBLIN 2";"Ierland"
"Oppenheim Asset Management Services S.a.r.l";"Oppenheim Asset Management Services S.a.r.l";"LUXEMBOURG";"Luxemburg"
"Oppenheim Kapitalanlagegesellschaft";"Oppenheim Kapitalanlagegesellschaft";"KÖLN";"Duitsland"
"Optimiz Best Timing 7.5%";"Optimiz Best Timing 7.5%";"PUTEAUX";"Frankrijk"
"Orbis Sicav";"Orbis Sicav";"BERTRANGE";"Luxemburg"
"Ossiam";"Ossiam";"PARIJS";"Frankrijk"
"Ossiam Lux";"Ossiam Lux";"LUXEMBURG";"Luxemburg"
"Ostrica B.V.";"Ostrica B.V.";"Amstelveen";"Nederland"
"Ostrum Euro ABS IG";"Ostrum Euro ABS IG";"PARIJS";"Frankrijk"
"Ostrum Euro ABS Opportunities";"Ostrum Euro ABS Opportunities";"Parijs";"Frankrijk"
"Ostrum Global Alpha Consumer";"Ostrum Global Alpha Consumer";"PARIS CEDEX 13";"Frankrijk"
"Ostrum Souverains Euro";"Ostrum Souverains Euro";"PARIS CEDEX 13";"Frankrijk"
"Ostrum Tresorerie Plus";"Ostrum Tresorerie Plus";"PARIJS";"Frankrijk"
"Oyster";"Oyster";"LUXEMBURG";"Luxemburg"
"Palladium FCP";"Palladium FCP";"Luxemburg";"Luxemburg"
"Pareto SICAV";"Pareto SICAV";"Hesperange";"Luxemburg"
"Pareturn";"Pareturn";"HOWALD-HESPERANGE";"Luxemburg"
"Paris Bertrand Systematic Asset Management Plc";"Paris Bertrand Systematic Asset Management Plc";"Dublin 2";"Ierland"
"Partners Group Listed Investments SICAV";"Partners Group Listed Investments SICAV";"LUXEMBURG";"Luxemburg"
"Parworld SICAV";"Parworld SICAV";"Luxemburg";"Luxemburg"
"PassIM Structured Funds Plc";"PassIM Structured Funds Plc";"Dublin 2";"Ierland"
"Payden Global Funds plc";"Payden Global Funds plc";"DUBLIN 2";"Ierland"
"Pensato Capital Funds plc";"Pensato Capital Funds plc";"Dublin 2";"Ierland"
"Permal Long Funds";"Permal Long Funds";"LUXEMBURG";"Luxemburg"
"Petercam Institutional Asset Management";"Petercam Institutional Asset Management";"Brussel";"België"
"PGIM Funds plc";"PGIM Funds plc";"DUBLIN 2";"Ierland"
"Pictet";"Pictet";"LUXEMBURG";"Luxemburg"
"Pictet Asset Management (Europe) S.A.";"Pictet Asset Management (Europe) S.A.";"LUXEMBURG";"Luxemburg"
"Pictet International Capital Management";"Pictet International Capital Management";"Luxembourg";"Luxemburg"
"Pictet Select";"Pictet Select";"LUXEMBURG";"Luxemburg"
"Pictet TR";"Pictet TR";"LUXEMBURG";"Luxemburg"
"PIMCO Fixed Income Source ETFs plc";"PIMCO Fixed Income Source ETFs plc";"DUBLIN 2";"Ierland"
"PIMCO Funds Global Investors Series plc";"PIMCO Funds Global Investors Series plc";"DUBLIN 2";"Ierland"
"PineBridge Global Funds";"PineBridge Global Funds";"DUBLIN 1";"Ierland"
"Plenum CAT Bond Fund";"Plenum CAT Bond Fund";"Bendern";"Liechtenstein"
"Polar Capital Funds plc";"Polar Capital Funds plc";"DUBLIN 1";"Ierland"
"Polunin Funds";"Polunin Funds";"LUXEMBURG";"Luxemburg"
"Portland Hill Fund SICAV";"Portland Hill Fund SICAV";"Luxembourg";"Luxemburg"
"Prescient Global Funds ICAV";"Prescient Global Funds ICAV";"DUBLIN 2";"Ierland"
"Prescient ICAV";"Prescient ICAV";"Dublin 2";"Ierland"
"Preval Funds SICAV";"Preval Funds SICAV";"LUXEMBURG";"Luxemburg"
"Primo UCITS Platform ICAV";"Primo UCITS Platform ICAV";"Dublin 2";"Ierland"
"Principal Global Investors Funds";"Principal Global Investors Funds";"DUBLIN 1";"Ierland"
"Private Bank Funds I";"Private Bank Funds I";"Senningerberg";"Luxemburg"
"PrivilEdge";"PrivilEdge";"LUXEMBURG";"Luxemburg"
"Prosperity Capital Management SICAV";"Prosperity Capital Management SICAV";"LUXENBURG";"Luxemburg"
"Protea Fund";"Protea Fund";"LUXEMBURG";"Luxemburg"
"Protea UCITS II";"Protea UCITS II";"Luxemburg";"Luxemburg"
"Pure Capital S.A.";"Pure Capital S.A.";"Windhof";"Luxemburg"
"Putnam World Trust";"Putnam World Trust";"DUBLIN 1";"Ierland"
"Pzena Value Funds plc";"Pzena Value Funds plc";"DUBLIN 14";"Ierland"
"Quaero Capital Funds (Ireland) plc";"Quaero Capital Funds (Ireland) plc";"DUBLIN 2";"Ierland"
"Quest Management Sicav";"Quest Management Sicav";"LUXEMBURG";"Luxemburg"
"Quoniam Asset Management GmbH";"Quoniam Asset Management GmbH";"FRANKFURT AM MAIN";"Duitsland"
"Quoniam Funds Selection SICAV";"Quoniam Funds Selection SICAV";"LUXEMBURG";"Luxemburg"
"R Club";"R Club";"PARIJS";"Frankrijk"
"R Conviction Euro";"R Conviction Euro";"PARIJS";"Frankrijk"
"R Conviction Europe";"R Conviction Europe";"PARIJS";"Frankrijk"
"R Credit Horizon 12M";"R Credit Horizon 12M";"Parijs";"Frankrijk"
"R Euro Credit";"R Euro Credit";"PARIJS";"Frankrijk"
"R Valor";"R Valor";"PARIJS";"Frankrijk"
"Raiffeisen Kapitalanlage-Gesellschaft m.b.H.";"Raiffeisen Kapitalanlage-Gesellschaft m.b.H.";"WENEN";"Oostenrijk"
"RAM (Lux) Systematic Funds";"RAM (Lux) Systematic Funds";"LUXEMBURG";"Luxemburg"
"RAM (LUX) Tactical Funds";"RAM (LUX) Tactical Funds";"LUXEMBURG";"Luxemburg"
"RAM (Lux) Tactical Funds II";"RAM (Lux) Tactical Funds II";"LUXEMBURG";"Luxemburg"
"Raymond James Asset Management International";"Raymond James Asset Management International";"Parijs";"Frankrijk"
"RBC Funds (Lux)";"RBC Funds (Lux)";"PORTE DE FRANCE";"Luxemburg"
"RBS Market Acces";"RBS Market Acces";"LUXEMBURG";"Luxemburg"
"R-CO ";"R-CO";"Parijs";"Frankrijk"
"R-CO Families and Entrepreneurs";"R-CO Families and Entrepreneurs";"Parijs";"Frankrijk"
"R-Co Midcap Euro";"R-Co Midcap Euro";"PARIS";"Frankrijk"
"Red Arc Global Investments (Ireland) Plc";"Red Arc Global Investments (Ireland) Plc";"DUBLIN 2";"Ierland"
"Red Arc Global Investments (Luxembourg) SICAV";"Red Arc Global Investments (Luxembourg) SICAV";"Bertrange";"Luxemburg"
"Rivertree Bond";"Rivertree Bond";"Luxemburg";"Luxemburg"
"Rivertree Equity";"Rivertree Equity";"Luxemburg";"Luxemburg"
"Rivertree FD";"Rivertree FD";"LUXEMBURG";"Luxemburg"
"Rivertree Money Market";"Rivertree Money Market";"Luxemburg";"Luxemburg"
"Robeco (LU) Funds III";"Robeco (LU) Funds III";"LUXEMBURG";"Luxemburg"
"Robeco All Strategies Funds";"Robeco All Strategies Funds";"LUXEMBURG";"Luxemburg"
"Robeco Capital Growth Funds SICAV";"Robeco Capital Growth Funds SICAV";"LUXEMBURG";"Luxemburg"
"Robeco Global Total Return Bond Fund SICAV";"Robeco Global Total Return Bond Fund SICAV";"SENNINGERBERG";"Luxemburg"
"Robeco Institutional Asset Management B.V.";"Robeco Institutional Asset Management B.V., Robeco Asset Management Robeco Alternative Investments";"Rotterdam";"Nederland"
"Robeco QI Global Dynamic Duration";"Robeco QI Global Dynamic Duration";"LUXEMBURG";"Luxemburg"
"Robein Vermogensopbouw B.V.";"Robein Vermogensopbouw B.V.";"'s-Gravenhage";"Nederland"
"Robus Mid-Market Value Bond Fund";"Robus Mid-Market Value Bond Fund";"Munsbach";"Luxemburg"
"Rockefeller Capital Management UCITS ICAV";"Rockefeller Capital Management UCITS ICAV";"DUBLIN 2";""
"Rothschild & Compagnie Gestion";"Rothschild & Compagnie Gestion";"PARIJS";"Frankrijk"
"RP Gamma";"RP Gamma";"Frankfurt am Main";"Duitsland"
"RP Rendite Plus SICAV";"RP Rendite Plus SICAV";"SENNIGERBERG";"Luxemburg"
"RREEF";"RREEF";"LUXEMBURG";"Luxemburg"
"Ruffer Sicav";"Ruffer Sicav";"LUXEMBURG";"Luxemburg"
"Russell Investment Company II Plc";"Russell Investment Company II Plc";"DUBLIN 1";"Ierland"
"Russell Investment Company Plc";"Russell Investment Company Plc";"DUBLIN 1";"Ierland"
"Russell Investments Ireland Limited";"Russell Investments Ireland Limited";"Dublin 2";"Ierland"
"RWC Funds";"RWC Funds";"Luxemburg";"Luxemburg"
"S&P GSCI® Energy & Metals Capped Component 35/20 THEAM Easy UCITS ETF";"S&P GSCI® Energy & Metals Capped Component 35/20 THEAM Easy UCITS ETF";"LUXEMBURG";"Luxemburg"
"SALM";"SALM";"LUXEMBURG - STRASSEN";"Luxemburg"
"Schroder Absolute Return Fund Company";"Schroder Absolute Return Fund Company";"LONDON";"Verenigd Koninkrijk"
"Schroder GAIA";"Schroder GAIA";"SENNINGERBERG";"Luxemburg"
"Schroder International Selection Fund";"Schroder International Selection Fund";"SENNINGERBERG";"Luxemburg"
"Schroder Investment Management (Europe) S.A.";"Schroder Investment Management (Europe) S.A.";"Senningerberg";""
"Schroder Investment Management (Luxembourg) S.A.";"Schroder Investment Management (Luxembourg) S.A.";"SENNINGERBERG";"Luxemburg"
"Schroder Special Situations Fund";"";"SENNINGERBERG";"Luxemburg"
"Scor Convertible Europe";"Scor Convertible Europe";"PARIJS";""
"Scor Euro High Yield";"Scor Euro High Yield";"PARIJS";"Frankrijk"
"Scor Global Investments";"Scor Global Investments";"PARIS CEDEX 16";"Frankrijk"
"SEB Fund 1";"SEB Fund 1";"LUXEMBURG";"Luxemburg"
"SEB Fund 2";"SEB Fund 2";"LUXEMBURG";"Luxemburg"
"SEB Fund 5";"SEB Fund 5";"Howald";"Luxemburg"
"SEB Green Bond Fund";"SEB Green Bond Fund";"Howald";"Luxemburg"
"SEB SICAV 2";"SEB SICAV 2";"Howald";"Luxemburg"
"SEB Sustainability Fund Global";"SEB Sustainability Fund Global";"Stockholm";"Zweden"
"SEI Global Investments Fund plc";"SEI Global Investments Fund plc";"Dublin 2";"Ierland"
"SEI Global Master Fund Plc";"SEI Global Master Fund Plc";"DUBLIN 2";"Ierland"
"Select Equities";"Select Equities";"LUXEMBURG";"Luxemburg"
"Selectra Investments SICAV";"Selectra Investments SICAV";"LUXEMBURG";"Luxemburg"
"Selectum Stock Picking Fund";"Selectum Stock Picking Fund";"LUXEMBURG";"Luxemburg"
"Serviced Platform Sicav";"Serviced Platform Sicav";"LUXEMBURG";"Luxemburg"
"SF (Lux) Sicav 1";"SF (Lux) Sicav 1";"LUXEMBURG";"Luxemburg"
"SGAM Invest Total Return Credit";"SGAM Invest Total Return Credit";"COURBEVOIE";"Frankrijk"
"Shenkman Credit Fund plc";"Shenkman Credit Fund plc";"DUBLIN 2";"Ierland"
"Short-Term Investments Company (Global Series) plc";"Short-Term Investments Company (Global Series) plc";"DUBLIN 2";"Ierland"
"Skagen AS";"Skagen AS";"STAVANGER";"Noorwegen"
"SKAGEN Avkastning";"SKAGEN Avkastning";"STAVANGER";"Noorwegen"
"Skagen Credit EUR Verdipapirfond";"Skagen Credit EUR Verdipapirfond";"Stavanger";"Noorwegen"
"Skagen Focus Verdipapirfond";"Skagen Focus Verdipapirfond";"Stavanger";"Noorwegen"
"SKAGEN Global";"SKAGEN Global";"STAVANGER";"Noorwegen"
"SKAGEN Global II";"SKAGEN Global II";"STAVANGER";"Noorwegen"
"SKAGEN Kon-Tiki";"SKAGEN Kon-Tiki";"STAVANGER";"Noorwegen"
"SKAGEN m2";"SKAGEN m2";"STAVANGER";"Noorwegen"
"SKAGEN Tellus";"SKAGEN Tellus";"STAVANGER";"Noorwegen"
"SKAGEN Vekst";"SKAGEN Vekst";"STAVANGER";"Noorwegen"
"Sky Harbor Global Funds";"Sky Harbor Global Funds";"LUXEMBURG";"Luxemburg"
"Skyline Umbrella Fund ICAV";"Skyline Umbrella Fund ICAV";"Dublin 2";"Ierland"
"Societe Generale Gestion ";"Societe Generale Gestion";"PARIJS";"Frankrijk"
"Solys";"Solys";"LUXEMBURG";"Luxemburg"
"Source CSOP Markets plc";"Source CSOP Markets plc";"DUBLIN 2";"Ierland"
"Sparinvest Sicav";"Sparinvest Sicav";"LUXEMBURG";"Luxemburg"
"SPARX Funds plc";"SPARX Funds plc";"Dublin 2";"Ierland"
"SPDR ® ETFs";"SPDR ® ETFs";"PARIJS LA DEFENSE CEDEX";"Frankrijk"
"SphereInvest Global UCITS SICAV plc";"SphereInvest Global UCITS SICAV plc";"Valletta";"Malta"
"SSgA Investment Funds SICAV";"SSgA Investment Funds SICAV";"PARIJS LA DÉFENSE CEDEX";"Frankrijk"
"SSgA SPDR ETFs Europe I plc";"SSgA SPDR ETFs Europe I plc";"DUBLIN 2";"Ierland"
"SSgA SPDR ETFs Europe II plc";"SSgA SPDR ETFs Europe II plc";"DUBLIN 2";"Ierland"
"Standard Life Investments (Global Liquidity Funds) plc";"Standard Life Investments (Global Liquidity Funds) plc";"DUBLIN 1";"Ierland"
"Standard Life Investments Global SICAV";"Standard Life Investments Global SICAV";"BERTRANGE";"Luxemburg"
"Standard Life Investments Global SICAV II";"Standard Life Investments Global SICAV II";"Luxemburg";"Luxemburg"
"Standard Master Funds Plc.";"Standard Master Funds Plc.";"DUBLIN 2";"Ierland"
"State Street Global Advisors France SA";"State Street Global Advisors France SA";"PARIS";"Frankrijk"
"State Street Global Advisors Luxembourg SICAV";"State Street Global Advisors Luxembourg SICAV";"LUXEMBURG";"Luxemburg"
"State Street Global EMU Government Bond Index Fund I.";"State Street Global EMU Government Bond Index Fund I.";"PARIJS";"Frankrijk"
"State Street ICAV";"State Street ICAV";"DUBLIN 2";"Ierland"
"State Street Liquidity plc";"State Street Liquidity plc";"DUBLIN 2";"Ierland"
"Stone Harbor Investment Funds plc";"Stone Harbor Investment Funds plc";"DUBLIN 2";"Ierland"
"Storebrand Asset Management AS";"Storebrand Asset Management AS";"Lysaker";"Noorwegen"
"Storebrand Global ESG";"Storebrand Global ESG";"Lysaker";"Noorwegen"
"Storebrand Global ESG Plus";"Storebrand Global ESG Plus";"Lysaker";""
"Storebrand Global Multifactor";"Storebrand Global Multifactor";"Lysaker";"Noorwegen"
"Storebrand Global Solutions";"Storebrand Global Solutions";"Lysaker";"Noorwegen"
"Storebrand Global Value";"Storebrand Global Value";"Lysaker";""
"Storebrand SICAV";"Storebrand SICAV";"Senningerberg";"Luxemburg"
"Strategic Active Trading Funds Plc";"Strategic Active Trading Funds Plc";"Dublin 2";"Ierland"
"Stratton Street UCITS";"Stratton Street UCITS";"LUXEMBURG";"Luxemburg"
"Structured Investments SICAV";"Structured Investments SICAV";"HESPERANGE";"Luxemburg"
"Svenska Selection Fund";"Svenska Selection Fund";"LUXEMBURG";"Luxemburg"
"Swisscanto (LU)";"Swisscanto (LU)";"Luxemburg";"Luxemburg"
"Swisscanto (LU) Bond Fund";"Swisscanto (LU) Bond Fund";"Luxemburg";"Luxemburg"
"Swisscanto (LU) Equity Fund";"Swisscanto (LU) Equity Fund";"Luxemburg";"Luxemburg"
"Swisscanto (LU) Portfolio Fund";"Swisscanto (LU) Portfolio Fund";"Luxemburg";"Luxemburg"
"Sycomore Eurocap";"Sycomore Eurocap";"PARIJS";"Frankrijk"
"Sycomore L/S Opportunities";"Sycomore L/S Opportunities";"PARIJS";"Frankrijk"
"Sycomore Partners";"Sycomore Partners";"Parijs";"Frankrijk"
"Sycomore Selection Responsable";"Sycomore Selection Responsable";"Parijs";"Frankrijk"
"Syquant  Capital - Helium Opportunités";"Syquant  Capital - Helium Opportunités";"PARIJS";"Frankrijk"
"Systematica UCITS Fund ICAV";"Systematica UCITS Fund ICAV";"DUBLIN 2";"Ierland"
"T. Rowe Price (Luxembourg) Management S.A.R.L.";"T. Rowe Price (Luxembourg) Management S.A.R.L.";"Luxembourg";""
"T. Rowe Price Funds SICAV";"T. Rowe Price Funds SICAV";"LUXEMBURG";"Luxemburg"
"Tabula ICAV";"Tabula ICAV";"Dublin 1";"Ierland"
"Thames River Traditional Fund";"Thames River Traditional Fund";"DUBLIN 2";"Ierland"
"Thames River Traditional Multi Funds plc";"Thames River Traditional Multi Funds plc";"DUBLIN 2";"Ierland"
"The Arrowstreet Common Contractual Fund";"The Arrowstreet Common Contractual Fund";"DUBLIN 1";"Ierland"
"The Blue Fund Sicav";"The Blue Fund Sicav";"Luxemburg";"Luxemburg"
"The Colchester Multi-Strategy Global Bond Fund";"The Colchester Multi-Strategy Global Bond Fund";"Dublin 2";"Ierland"
"The Jupiter Global Fund";"The Jupiter Global Fund";"LUXEMBURG";"Luxemburg"
"The Stralem Fund";"The Stralem Fund";"LUXEMBURG";"Luxemburg"
"Theam Quant";"Theam Quant";"Luxemburg";"Luxemburg"
"Theam Quant Commodities Oscillator Core";"Theam Quant Commodities Oscillator Core";"PARIJS";"Frankrijk"
"Theam Quant Dispersion US";"Theam Quant Dispersion US";"Parijs";"Frankrijk"
"Theam Quant Europe Climate Carbon Offset Plan";"Theam Quant Europe Climate Carbon Offset Plan";"Parijs";"Frankrijk"
"Thornburg Global Investment plc";"Thornburg Global Investment plc";"Dublin 2";"Ierland"
"Threadneedle (Lux)";"Threadneedle (Lux)";"LUXEMBURG";"Luxemburg"
"Threadneedle Investment Funds ICVC";"Threadneedle Investment Funds ICVC";"LONDON";"Verenigd Koninkrijk"
"Threadneedle Management Luxembourg S.A.";"Threadneedle Management Luxembourg S.A.";"Luxemburg";"Luxemburg"
"Threadneedle Specialist Investment Funds ICVC";"Threadneedle Specialist Investment Funds ICVC";"LONDON";"Verenigd Koninkrijk"
"TOBAM";"TOBAM";"Parijs";"Frankrijk"
"Torrus Fund Sicav";"Torrus Fund Sicav";"LUXEMBURG";"Luxemburg"
"Traditional Funds plc";"Traditional Funds plc";"DUBLIN 2";"Ierland"
"Transpacific Fund";"Transpacific Fund";"LUXEMBURG";"Luxemburg"
"Transtrend B.V.";"Transtrend B.V.";"Rotterdam";"Nederland"
"TreeTop Convertible SICAV";"TreeTop Convertible SICAV";"LUXEMBURG";"Luxemburg"
"TreeTop Global SICAV";"TreeTop Global SICAV";"LUXEMBURG";"Luxemburg"
"Trésorerie Plus Garanti";"Trésorerie Plus Garanti";"COURBEVOIE";"Frankrijk"
"Triodos Investment Management B.V.";"Triodos Investment Management B.V.";"Zeist";"Nederland"
"Triodos SICAV I";"Triodos SICAV I, Triodos SICAV I";"Zeist";"Luxemburg"
"Trium UCITS Platform plc";"Trium UCITS Platform plc";"Dublin 2";"Ierland"
"TT International Funds plc";"TT International Funds plc";"DUBLIN 1";"Ierland"
"TÜRKISFUND SICAV";"TÜRKISFUND SICAV";"LUXEMBURG";"Luxemburg"
"Twelve Capital Fund";"Twelve Capital Fund";"Luxemburg";"Luxemburg"
"U Access";"U Access";"LUXEMBURG";"Luxemburg"
"U Access (Ireland) UCITS plc";"U Access (Ireland) UCITS plc";"Dublin 2";"Ierland"
"UBAM SICAV";"UBAM SICAV";"LUXEMBURG";"Luxemburg"
"UBS (IrI) ETF Plc";"UBS (IrI) ETF Plc";"DUBLIN 2";"Ierland"
"UBS (Irl) Alternative Solutions plc";"UBS (Irl) Alternative Solutions plc";"DUBLIN 2";"Ierland"
"UBS (Irl) Fund plc";"UBS (Irl) Fund plc";"DUBLIN 2";"Ierland"
"UBS (Irl) Investor Selection Plc";"UBS (Irl) Investor Selection Plc";"DUBLIN 2";"Ierland"
"UBS (Lux) Bond Fund";"UBS (Lux) Bond Fund";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Bond Sicav";"UBS (Lux) Bond Sicav";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Emerging Economies Fund";"UBS (Lux) Emerging Economies Fund";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Equity Fund";"UBS (Lux) Equity Fund";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Equity Fund 2";"UBS (Lux) Equity Fund 2";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Equity SICAV";"UBS (Lux) Equity SICAV";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Key Selection SICAV";"UBS (Lux) Key Selection SICAV";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Medium Term Bond Fund";"UBS (Lux) Medium Term Bond Fund";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Money Market Fund";"UBS (Lux) Money Market Fund";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Money Market Sicav";"UBS (Lux) Money Market Sicav";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Sicav 1";"UBS (Lux) Sicav 1";"LUXEMBURG";"Luxemburg"
"UBS (LUX) Sicav 2";"UBS (LUX) Sicav 2";"Luxemburg";"Luxemburg"
"UBS (Lux) Strategy Fund";"UBS (Lux) Strategy Fund";"LUXEMBURG";"Luxemburg"
"UBS (Lux) Strategy Sicav";"UBS (Lux) Strategy Sicav";"LUXEMBURG";"Luxemburg"
"UBS Common Contractual Fund";"UBS Common Contractual Fund";"Luxembourg";"Luxemburg"
"UBS ETF SICAV";"UBS ETF SICAV";"KIRCHBERG";"Luxemburg"
"UBS ETFs plc";"UBS ETFs plc";"DUBLIN";"Ierland"
"UBS Forwards Arbitrage Strategy Fund (FAST Fund) I plc";"UBS Forwards Arbitrage Strategy Fund (FAST Fund) I plc";"DUBLIN 2";"Ierland"
"UI";"UI";"Luxemburg";"Luxemburg"
"Ulysses";"Ulysses";"Luxemburg";"Luxemburg"
"UniDeutschland XS";"UniDeutschland XS";"FRANKFURT AM MAIN";"Duitsland"
"Unieurorenta Corporates";"Unieurorenta Corporates";"LUXEMBURG";"Luxemburg"
"UniFavorit: Aktien";"UniFavorit: Aktien";"FRANKFURT AM MAIN";"Duitsland"
"Uni-Global";"Uni-Global";"LUXEMBURG";"Luxemburg"
"UniInstitutional Euro Reserve Plus";"UniInstitutional Euro Reserve Plus";"Frankfurt am Main";"Duitsland"
"UniInstitutional European Equities Concentrated";"UniInstitutional European Equities Concentrated";"LUXEMBURG";"Luxemburg"
"UniInstitutional Global Corporate Bonds";"UniInstitutional Global Corporate Bonds";"FRANKFURT AM MAIN";"Duitsland"
"UniInstitutional Global High Dividend Equities";"UniInstitutional Global High Dividend Equities";"FRANKFURT AM MAIN";"Duitsland"
"UniInstitutional Premium Corporate Bonds";"UniInstitutional Premium Corporate Bonds";"FRANKFURT AM MAIN";"Duitsland"
"Uniinstitutional SDG Equities";"Uniinstitutional SDG Equities";"Luxemburg";""
"UniInstitutional Short Term Credit";"UniInstitutional Short Term Credit";"LUXEMBURG";"Luxemburg"
"UniInstitutional Structured Credit High Yield";"UniInstitutional Structured Credit High Yield";"LUXEMBURG";"Luxemburg"
"Union Bancaire Gestion Institutionnelle";"Union Bancaire Gestion Institutionnelle";"PARIJS";"Frankrijk"
"Union Investment Institutional GmbH";"Union Investment Institutional GmbH";"Frankfurt am Main";"Duitsland"
"UOB Global Strategies Funds Plc";"UOB Global Strategies Funds Plc";"DUBLIN 2";"Ierland"
"UTI Goldfinch Funds plc";"UTI Goldfinch Funds plc";"Dublin 2 ";"Ierland"
"UTI Indian Fixed Income Fund plc";"UTI Indian Fixed Income Fund plc";"Dublin 2";"Ierland"
"Value Square Fund";"Value Square Fund";"GENT";"België"
"Valueinvest LUX";"Valueinvest LUX";"LUXEMBURG";"Luxemburg"
"Van Lanschot BEVEK NV";"Van Lanschot BEVEK NV";"ANTWERPEN";"België"
"VanEck Asset Management B.V.";"VanEck Asset Management B.V., VanEck Asset Management B.V.";"Amsterdam";"Nederland"
"VanEck ICAV";"VanEck ICAV";"LUXEMBURG";"Luxemburg"
"VanEck Vectors? UCITS ETFs plc.";"VanEck Vectors? UCITS ETFs plc.";"DUBLIN 1";"Ierland"
"Vanguard Common Contractual Fund";"Vanguard Common Contractual Fund";"Dublin 2";"Ierland"
"Vanguard Funds Plc";"Vanguard Funds Plc";"DUBLIN 2";"Ierland"
"Vanguard Group (Ireland) Limited";"Vanguard Group (Ireland) Limited";"Dublin";"Ierland"
"Vanguard Investment Series Plc";"Vanguard Investment Series Plc";"DUBLIN 1";"Ierland"
"Vanguard Investments Common Contractual Fund";"Vanguard Investments Common Contractual Fund";"Dublin 2";"Ierland"
"Vanguard Investments II Common Contractuel Fund";"Vanguard Investments II Common Contractuel Fund";"Dublin 2";"Ierland"
"Variopartner SICAV";"Variopartner SICAV";"LUXEMBURG";"Luxemburg"
"Verrazzano SICAV";"Verrazzano SICAV";"Parijs";"Frankrijk"
"Vietnam Emerging Market Fund SICAV";"Vietnam Emerging Market Fund SICAV";"LUXEMBOURG-STRASSEN";"Luxemburg"
"Vontobel Fund";"Vontobel Fund";"LUXEMBURG";"Luxemburg"
"Vontobel Fund II";"Vontobel Fund II";"Luxemburg";"Luxemburg"
"Vulcan Global Value Fund plc";"Vulcan Global Value Fund plc";"DUBLIN 2";"Ierland"
"W.P. Stewart Quality Growth Funds";"W.P. Stewart Quality Growth Funds";"Luxemburg";"Luxemburg"
"Wellington Management Funds (Ireland) plc";"Wellington Management Funds (Ireland) plc";"DUBLIN 1";"Ierland"
"Wellington Management Funds (Luxembourg)";"Wellington Management Funds (Luxembourg)";"LUXEMBURG";"Luxemburg"
"Wellington Management Portfolios (Dublin) plc.";"Wellington Management Portfolios (Dublin) plc.";"DUBLIN 1";"Ierland"
"Wells Fargo (Lux) Worldwide Fund";"Wells Fargo (Lux) Worldwide Fund";"HESPERANGE";"Luxemburg"
"Wells Fargo Asset Management Luxembourg S.A.";"Wells Fargo Asset Management Luxembourg S.A.";"LUXEMBURG";"Luxemburg"
"Westwood Investment Funds plc";"Westwood Investment Funds plc";"Dublin 1";"Ierland"
"WinFund";"WinFund";"LUXEMBURG";"Luxemburg"
"Winton UCITS Funds ICAV";"Winton UCITS Funds ICAV";"Dublin 2";"Ierland"
"WisdomTree Issuer plc";"WisdomTree Issuer plc";"DUBLIN 2";"Ierland"
